school_code,school_name,location,city,school_nature,school_level,is985,is211,is_double_first,description
13892,三亚学院,三亚,三亚市,民办,本科,0,0,0,三亚学院是教育部公布的普通高等学校（本科），位于三亚·三亚市。
11100,海南热带海洋学院,三亚,三亚市,公办,本科,0,0,0,海南热带海洋学院是教育部公布的普通高等学校（本科），位于三亚·三亚市。
11311,三明学院,三明,三明市,公办,本科,0,0,0,三明学院是教育部公布的普通高等学校（本科），位于三明·三明市。
10268,上海中医药大学,上海,上海市,公办,本科,0,1,1,上海中医药大学是教育部公布的普通高等学校（本科），位于上海·上海市。
10248,上海交通大学,上海,上海市,公办,本科,1,1,1,上海交通大学是教育部公布的普通高等学校（本科），位于上海·上海市。
10277,上海体育学院,上海,上海市,公办,本科,0,0,0,上海体育学院是教育部公布的普通高等学校（本科），位于上海·上海市。
10262,上海健康医学院,上海,上海市,公办,本科,0,0,0,上海健康医学院是教育部公布的普通高等学校（本科），位于上海·上海市。
10283,上海公安学院,上海,上海市,公办,本科,0,0,0,上海公安学院是教育部公布的普通高等学校（本科），位于上海·上海市。
12914,上海兴伟学院,上海,上海市,民办,本科,0,0,0,上海兴伟学院是教育部公布的普通高等学校（本科），位于上海·上海市。
12050,上海商学院,上海,上海市,公办,本科,0,0,0,上海商学院是教育部公布的普通高等学校（本科），位于上海·上海市。
10271,上海外国语大学,上海,上海市,公办,本科,0,0,0,上海外国语大学是教育部公布的普通高等学校（本科），位于上海·上海市。
13636,上海外国语大学贤达经济人文学院,上海,上海市,民办,本科,0,0,0,上海外国语大学贤达经济人文学院是教育部公布的普通高等学校（本科），位于上海·上海市。
10280,上海大学,上海,上海市,公办,本科,0,1,1,上海大学是教育部公布的普通高等学校（本科），位于上海·上海市。
10273,上海对外经贸大学,上海,上海市,公办,本科,0,0,0,上海对外经贸大学是教育部公布的普通高等学校（本科），位于上海·上海市。
10856,上海工程技术大学,上海,上海市,公办,本科,0,0,0,上海工程技术大学是教育部公布的普通高等学校（本科），位于上海·上海市。
10270,上海师范大学,上海,上海市,公办,本科,0,0,0,上海师范大学是教育部公布的普通高等学校（本科），位于上海·上海市。
13893,上海师范大学天华学院,上海,上海市,民办,本科,0,0,0,上海师范大学天华学院是教育部公布的普通高等学校（本科），位于上海·上海市。
10259,上海应用技术大学,上海,上海市,公办,本科,0,0,0,上海应用技术大学是教育部公布的普通高等学校（本科），位于上海·上海市。
12799,上海建桥学院,上海,上海市,民办,本科,0,0,0,上海建桥学院是教育部公布的普通高等学校（本科），位于上海·上海市。
10279,上海戏剧学院,上海,上海市,公办,本科,0,0,0,上海戏剧学院是教育部公布的普通高等学校（本科），位于上海·上海市。
11835,上海政法学院,上海,上海市,公办,本科,0,0,0,上海政法学院是教育部公布的普通高等学校（本科），位于上海·上海市。
11833,上海杉达学院,上海,上海市,民办,本科,0,0,0,上海杉达学院是教育部公布的普通高等学校（本科），位于上海·上海市。
10254,上海海事大学,上海,上海市,公办,本科,0,0,0,上海海事大学是教育部公布的普通高等学校（本科），位于上海·上海市。
10274,上海海关学院,上海,上海市,公办,本科,0,0,0,上海海关学院是教育部公布的普通高等学校（本科），位于上海·上海市。
10264,上海海洋大学,上海,上海市,公办,本科,0,0,0,上海海洋大学是教育部公布的普通高等学校（本科），位于上海·上海市。
10252,上海理工大学,上海,上海市,公办,本科,0,0,0,上海理工大学是教育部公布的普通高等学校（本科），位于上海·上海市。
10256,上海电力学院,上海,上海市,公办,本科,0,0,0,上海电力学院是教育部公布的普通高等学校（本科），位于上海·上海市。
11458,上海电机学院,上海,上海市,公办,本科,0,0,0,上海电机学院是教育部公布的普通高等学校（本科），位于上海·上海市。
14423,上海科技大学,上海,上海市,公办,本科,0,0,0,上海科技大学是教育部公布的普通高等学校（本科），位于上海·上海市。
11047,上海立信会计金融学院,上海,上海市,公办,本科,0,0,0,上海立信会计金融学院是教育部公布的普通高等学校（本科），位于上海·上海市。
12044,上海第二工业大学,上海,上海市,公办,本科,0,0,0,上海第二工业大学是教育部公布的普通高等学校（本科），位于上海·上海市。
16404,上海纽约大学,上海,上海市,公办,本科,0,0,0,上海纽约大学是教育部公布的普通高等学校（本科），位于上海·上海市。
13632,上海视觉艺术学院,上海,上海市,民办,本科,0,0,0,上海视觉艺术学院是教育部公布的普通高等学校（本科），位于上海·上海市。
10272,上海财经大学,上海,上海市,公办,本科,0,1,1,上海财经大学是教育部公布的普通高等学校（本科），位于上海·上海市。
10278,上海音乐学院,上海,上海市,公办,本科,0,0,0,上海音乐学院是教育部公布的普通高等学校（本科），位于上海·上海市。
10255,东华大学,上海,上海市,公办,本科,0,1,1,东华大学是教育部公布的普通高等学校（本科），位于上海·上海市。
10269,华东师范大学,上海,上海市,公办,本科,1,1,1,华东师范大学是教育部公布的普通高等学校（本科），位于上海·上海市。
10276,华东政法大学,上海,上海市,公办,本科,0,0,0,华东政法大学是教育部公布的普通高等学校（本科），位于上海·上海市。
10251,华东理工大学,上海,上海市,公办,本科,0,1,1,华东理工大学是教育部公布的普通高等学校（本科），位于上海·上海市。
10247,同济大学,上海,上海市,公办,本科,1,1,1,同济大学是教育部公布的普通高等学校（本科），位于上海·上海市。
10246,复旦大学,上海,上海市,公办,本科,1,1,1,复旦大学是教育部公布的普通高等学校（本科），位于上海·上海市。
10416,上饶师范学院,上饶,上饶市,公办,本科,0,0,0,上饶师范学院是教育部公布的普通高等学校（本科），位于上饶·上饶市。
11819,东莞理工学院,东莞,东莞市,公办,本科,0,0,0,东莞理工学院是教育部公布的普通高等学校（本科），位于东莞·东莞市。
13844,东莞理工学院城市学院,东莞,东莞市,民办,本科,0,0,0,东莞理工学院城市学院是教育部公布的普通高等学校（本科），位于东莞·东莞市。
13719,广东科技学院,东莞,东莞市,民办,本科,0,0,0,广东科技学院是教育部公布的普通高等学校（本科），位于东莞·东莞市。
13386,中国石油大学胜利学院,东营,东营市,民办,本科,0,0,0,中国石油大学胜利学院是教育部公布的普通高等学校（本科），位于东营·东营市。
11545,电子科技大学中山学院,中山,中山市,民办,本科,0,0,0,电子科技大学中山学院是教育部公布的普通高等学校（本科），位于中山·中山市。
10118,山西师范大学,临汾,临汾市,公办,本科,0,0,0,山西师范大学是教育部公布的普通高等学校（本科），位于临汾·临汾市。
13537,山西师范大学现代文理学院,临汾,临汾市,民办,本科,0,0,0,山西师范大学现代文理学院是教育部公布的普通高等学校（本科），位于临汾·临汾市。
10452,临沂大学,临沂,临沂市,公办,本科,0,0,0,临沂大学是教育部公布的普通高等学校（本科），位于临沂·临沂市。
14092,滇西科技师范学院,临沧,临沧市,公办,本科,0,0,0,滇西科技师范学院是教育部公布的普通高等学校（本科），位于临沧·临沧市。
11779,辽东学院,丹东,丹东市,公办,本科,0,0,0,辽东学院是教育部公布的普通高等学校（本科），位于丹东·丹东市。
10352,丽水学院,丽水,丽水市,公办,本科,0,0,0,丽水学院是教育部公布的普通高等学校（本科），位于丽水·丽水市。
13328,云南大学旅游文化学院,丽江,丽江市,民办,本科,0,0,0,云南大学旅游文化学院是教育部公布的普通高等学校（本科），位于丽江·丽江市。
11427,集宁师范学院,乌兰察布,乌兰察布市,公办,本科,0,0,0,集宁师范学院是教育部公布的普通高等学校（本科），位于乌兰察布·乌兰察布市。
10758,新疆农业大学,乌鲁木齐,乌鲁木齐市,公办,本科,0,0,0,新疆农业大学是教育部公布的普通高等学校（本科），位于乌鲁木齐·乌鲁木齐市。
13559,新疆农业大学科学技术学院,乌鲁木齐,乌鲁木齐市,民办,本科,0,0,0,新疆农业大学科学技术学院是教育部公布的普通高等学校（本科），位于乌鲁木齐·乌鲁木齐市。
10760,新疆医科大学,乌鲁木齐,乌鲁木齐市,公办,本科,0,0,0,新疆医科大学是教育部公布的普通高等学校（本科），位于乌鲁木齐·乌鲁木齐市。
13560,新疆医科大学厚博学院,乌鲁木齐,乌鲁木齐市,民办,本科,0,0,0,新疆医科大学厚博学院是教育部公布的普通高等学校（本科），位于乌鲁木齐·乌鲁木齐市。
10755,新疆大学,乌鲁木齐,乌鲁木齐市,公办,本科,1,1,1,新疆大学是教育部公布的普通高等学校（本科），位于乌鲁木齐·乌鲁木齐市。
13558,新疆大学科学技术学院,乌鲁木齐,乌鲁木齐市,民办,本科,0,0,0,新疆大学科学技术学院是教育部公布的普通高等学校（本科），位于乌鲁木齐·乌鲁木齐市。
10994,新疆工程学院,乌鲁木齐,乌鲁木齐市,公办,本科,0,0,0,新疆工程学院是教育部公布的普通高等学校（本科），位于乌鲁木齐·乌鲁木齐市。
10762,新疆师范大学,乌鲁木齐,乌鲁木齐市,公办,本科,0,0,0,新疆师范大学是教育部公布的普通高等学校（本科），位于乌鲁木齐·乌鲁木齐市。
10768,新疆艺术学院,乌鲁木齐,乌鲁木齐市,公办,本科,0,0,0,新疆艺术学院是教育部公布的普通高等学校（本科），位于乌鲁木齐·乌鲁木齐市。
12734,新疆警察学院,乌鲁木齐,乌鲁木齐市,公办,本科,0,0,0,新疆警察学院是教育部公布的普通高等学校（本科），位于乌鲁木齐·乌鲁木齐市。
10766,新疆财经大学,乌鲁木齐,乌鲁木齐市,公办,本科,0,0,0,新疆财经大学是教育部公布的普通高等学校（本科），位于乌鲁木齐·乌鲁木齐市。
13561,新疆财经大学商务学院,乌鲁木齐,乌鲁木齐市,民办,本科,0,0,0,新疆财经大学商务学院是教育部公布的普通高等学校（本科），位于乌鲁木齐·乌鲁木齐市。
10649,乐山师范学院,乐山,乐山市,公办,本科,0,0,0,乐山师范学院是教育部公布的普通高等学校（本科），位于乐山·乐山市。
13668,成都理工大学工程技术学院,乐山,乐山市,民办,本科,0,0,0,成都理工大学工程技术学院是教育部公布的普通高等学校（本科），位于乐山·乐山市。
11843,九江学院,九江,九江市,公办,本科,0,0,0,九江学院是教育部公布的普通高等学校（本科），位于九江·九江市。
13430,南昌大学共青学院,九江,九江市,民办,本科,0,0,0,南昌大学共青学院是教育部公布的普通高等学校（本科），位于九江·九江市。
12926,亳州学院,亳州,亳州市,公办,本科,0,0,0,亳州学院是教育部公布的普通高等学校（本科），位于亳州·亳州市。
10764,伊犁师范学院,"伊犁哈萨克
自治州","伊犁哈萨克
自治州",公办,本科,0,0,0,"伊犁师范学院是教育部公布的普通高等学校（本科），位于伊犁哈萨克
自治州·伊犁哈萨克
自治州。"
11847,佛山科学技术学院,佛山,佛山市,公办,本科,0,0,0,佛山科学技术学院是教育部公布的普通高等学校（本科），位于佛山·佛山市。
12574,广东东软学院,佛山,佛山市,民办,本科,0,0,0,广东东软学院是教育部公布的普通高等学校（本科），位于佛山·佛山市。
10222,佳木斯大学,佳木斯,佳木斯市,公办,本科,0,0,0,佳木斯大学是教育部公布的普通高等学校（本科），位于佳木斯·佳木斯市。
13891,中国地质大学长城学院,保定,保定市,民办,本科,0,0,0,中国地质大学长城学院是教育部公布的普通高等学校（本科），位于保定·保定市。
11903,中央司法警官学院,保定,保定市,公办,本科,0,0,0,中央司法警官学院是教育部公布的普通高等学校（本科），位于保定·保定市。
10096,保定学院,保定,保定市,公办,本科,0,0,0,保定学院是教育部公布的普通高等学校（本科），位于保定·保定市。
13417,华北电力大学科技学院,保定,保定市,民办,本科,0,0,0,华北电力大学科技学院是教育部公布的普通高等学校（本科），位于保定·保定市。
10086,河北农业大学,保定,保定市,公办,本科,0,0,0,河北农业大学是教育部公布的普通高等学校（本科），位于保定·保定市。
13595,河北农业大学现代科技学院,保定,保定市,民办,本科,0,0,0,河北农业大学现代科技学院是教育部公布的普通高等学校（本科），位于保定·保定市。
10075,河北大学,保定,保定市,公办,本科,0,0,0,河北大学是教育部公布的普通高等学校（本科），位于保定·保定市。
13404,河北大学工商学院,保定,保定市,民办,本科,0,0,0,河北大学工商学院是教育部公布的普通高等学校（本科），位于保定·保定市。
13391,河北科技学院,保定,保定市,民办,本科,0,0,0,河北科技学院是教育部公布的普通高等学校（本科），位于保定·保定市。
11420,河北金融学院,保定,保定市,公办,本科,0,0,0,河北金融学院是教育部公布的普通高等学校（本科），位于保定·保定市。
10686,保山学院,保山,保山市,公办,本科,0,0,0,保山学院是教育部公布的普通高等学校（本科），位于保山·保山市。
11326,信阳农林学院,信阳,信阳市,公办,本科,0,0,0,信阳农林学院是教育部公布的普通高等学校（本科），位于信阳·信阳市。
13503,信阳学院,信阳,信阳市,民办,本科,0,0,0,信阳学院是教育部公布的普通高等学校（本科），位于信阳·信阳市。
10477,信阳师范学院,信阳,信阳市,公办,本科,0,0,0,信阳师范学院是教育部公布的普通高等学校（本科），位于信阳·信阳市。
10376,皖西学院,六安,六安市,公办,本科,0,0,0,皖西学院是教育部公布的普通高等学校（本科），位于六安·六安市。
10977,六盘水师范学院,六盘水,六盘水市,公办,本科,0,0,0,六盘水师范学院是教育部公布的普通高等学校（本科），位于六盘水·六盘水市。
10732,兰州交通大学,兰州,兰州市,公办,本科,0,0,0,兰州交通大学是教育部公布的普通高等学校（本科），位于兰州·兰州市。
13514,兰州交通大学博文学院,兰州,兰州市,民办,本科,0,0,0,兰州交通大学博文学院是教育部公布的普通高等学校（本科），位于兰州·兰州市。
10737,兰州城市学院,兰州,兰州市,公办,本科,0,0,0,兰州城市学院是教育部公布的普通高等学校（本科），位于兰州·兰州市。
10730,兰州大学,兰州,兰州市,公办,本科,1,1,1,兰州大学是教育部公布的普通高等学校（本科），位于兰州·兰州市。
11807,兰州工业学院,兰州,兰州市,公办,本科,0,0,0,兰州工业学院是教育部公布的普通高等学校（本科），位于兰州·兰州市。
11562,兰州文理学院,兰州,兰州市,公办,本科,0,0,0,兰州文理学院是教育部公布的普通高等学校（本科），位于兰州·兰州市。
10731,兰州理工大学,兰州,兰州市,公办,本科,0,0,0,兰州理工大学是教育部公布的普通高等学校（本科），位于兰州·兰州市。
13515,兰州理工大学技术工程学院,兰州,兰州市,民办,本科,0,0,0,兰州理工大学技术工程学院是教育部公布的普通高等学校（本科），位于兰州·兰州市。
10741,兰州财经大学,兰州,兰州市,公办,本科,0,0,0,兰州财经大学是教育部公布的普通高等学校（本科），位于兰州·兰州市。
13512,兰州财经大学长青学院,兰州,兰州市,民办,本科,0,0,0,兰州财经大学长青学院是教育部公布的普通高等学校（本科），位于兰州·兰州市。
13511,兰州财经大学陇桥学院,兰州,兰州市,民办,本科,0,0,0,兰州财经大学陇桥学院是教育部公布的普通高等学校（本科），位于兰州·兰州市。
10735,甘肃中医药大学,兰州,兰州市,公办,本科,0,0,0,甘肃中医药大学是教育部公布的普通高等学校（本科），位于兰州·兰州市。
10733,甘肃农业大学,兰州,兰州市,公办,本科,0,0,0,甘肃农业大学是教育部公布的普通高等学校（本科），位于兰州·兰州市。
11406,甘肃政法学院,兰州,兰州市,公办,本科,0,0,0,甘肃政法学院是教育部公布的普通高等学校（本科），位于兰州·兰州市。
10736,西北师范大学,兰州,兰州市,公办,本科,0,0,0,西北师范大学是教育部公布的普通高等学校（本科），位于兰州·兰州市。
13510,西北师范大学知行学院,兰州,兰州市,民办,本科,0,0,0,西北师范大学知行学院是教育部公布的普通高等学校（本科），位于兰州·兰州市。
10742,西北民族大学,兰州,兰州市,公办,本科,0,0,0,西北民族大学是教育部公布的普通高等学校（本科），位于兰州·兰州市。
10640,内江师范学院,内江,内江市,公办,本科,0,0,0,内江师范学院是教育部公布的普通高等学校（本科），位于内江·内江市。
10628,西昌学院,"凉山彝族
自治州","凉山彝族
自治州",公办,本科,0,0,0,"西昌学院是教育部公布的普通高等学校（本科），位于凉山彝族
自治州·凉山彝族
自治州。"
10127,内蒙古科技大学,包头,包头市,公办,本科,0,0,0,内蒙古科技大学是教育部公布的普通高等学校（本科），位于包头·包头市。
11149,中华女子学院,北京,北京市,公办,本科,0,0,0,中华女子学院是教育部公布的普通高等学校（本科），位于北京·北京市。
10041,中国人民公安大学,北京,北京市,公办,本科,0,0,0,中国人民公安大学是教育部公布的普通高等学校（本科），位于北京·北京市。
10002,中国人民大学,北京,北京市,公办,本科,1,1,1,中国人民大学是教育部公布的普通高等学校（本科），位于北京·北京市。
10033,中国传媒大学,北京,北京市,公办,本科,0,1,1,中国传媒大学是教育部公布的普通高等学校（本科），位于北京·北京市。
10019,中国农业大学,北京,北京市,公办,本科,1,1,1,中国农业大学是教育部公布的普通高等学校（本科），位于北京·北京市。
12453,中国劳动关系学院,北京,北京市,公办,本科,0,0,0,中国劳动关系学院是教育部公布的普通高等学校（本科），位于北京·北京市。
11415,中国地质大学（北京）,北京,北京市,公办,本科,1,1,1,中国地质大学（北京）是教育部公布的普通高等学校（本科），位于北京·北京市。
10049,中国戏曲学院,北京,北京市,公办,本科,0,0,0,中国戏曲学院是教育部公布的普通高等学校（本科），位于北京·北京市。
10053,中国政法大学,北京,北京市,公办,本科,0,1,1,中国政法大学是教育部公布的普通高等学校（本科），位于北京·北京市。
11414,中国石油大学（北京）,北京,北京市,公办,本科,1,1,1,中国石油大学（北京）是教育部公布的普通高等学校（本科），位于北京·北京市。
11413,中国矿业大学（北京）,北京,北京市,公办,本科,1,1,1,中国矿业大学（北京）是教育部公布的普通高等学校（本科），位于北京·北京市。
14596,中国社会科学院大学,北京,北京市,公办,本科,0,0,0,中国社会科学院大学是教育部公布的普通高等学校（本科），位于北京·北京市。
14430,中国科学院大学,北京,北京市,公办,本科,0,0,0,中国科学院大学是教育部公布的普通高等学校（本科），位于北京·北京市。
11625,中国青年政治学院,北京,北京市,公办,本科,0,0,0,中国青年政治学院是教育部公布的普通高等学校（本科），位于北京·北京市。
10046,中国音乐学院,北京,北京市,公办,本科,0,0,0,中国音乐学院是教育部公布的普通高等学校（本科），位于北京·北京市。
10048,中央戏剧学院,北京,北京市,公办,本科,0,0,0,中央戏剧学院是教育部公布的普通高等学校（本科），位于北京·北京市。
10052,中央民族大学,北京,北京市,公办,本科,1,1,1,中央民族大学是教育部公布的普通高等学校（本科），位于北京·北京市。
10047,中央美术学院,北京,北京市,公办,本科,0,0,0,中央美术学院是教育部公布的普通高等学校（本科），位于北京·北京市。
10034,中央财经大学,北京,北京市,公办,本科,0,1,1,中央财经大学是教育部公布的普通高等学校（本科），位于北京·北京市。
10045,中央音乐学院,北京,北京市,公办,本科,0,1,1,中央音乐学院是教育部公布的普通高等学校（本科），位于北京·北京市。
10026,北京中医药大学,北京,北京市,公办,本科,0,1,1,北京中医药大学是教育部公布的普通高等学校（本科），位于北京·北京市。
10004,北京交通大学,北京,北京市,公办,本科,0,1,1,北京交通大学是教育部公布的普通高等学校（本科），位于北京·北京市。
10043,北京体育大学,北京,北京市,公办,本科,0,1,1,北京体育大学是教育部公布的普通高等学校（本科），位于北京·北京市。
11232,北京信息科技大学,北京,北京市,公办,本科,0,0,0,北京信息科技大学是教育部公布的普通高等学校（本科），位于北京·北京市。
10020,北京农学院,北京,北京市,公办,本科,0,0,0,北京农学院是教育部公布的普通高等学校（本科），位于北京·北京市。
10010,北京化工大学,北京,北京市,公办,本科,0,1,1,北京化工大学是教育部公布的普通高等学校（本科），位于北京·北京市。
10023,北京协和医学院,北京,北京市,公办,本科,0,1,1,北京协和医学院是教育部公布的普通高等学校（本科），位于北京·北京市。
10015,北京印刷学院,北京,北京市,公办,本科,0,0,0,北京印刷学院是教育部公布的普通高等学校（本科），位于北京·北京市。
12802,北京吉利学院,北京,北京市,民办,本科,0,0,0,北京吉利学院是教育部公布的普通高等学校（本科），位于北京·北京市。
11418,北京城市学院,北京,北京市,民办,本科,0,0,0,北京城市学院是教育部公布的普通高等学校（本科），位于北京·北京市。
10030,北京外国语大学,北京,北京市,公办,本科,0,1,1,北京外国语大学是教育部公布的普通高等学校（本科），位于北京·北京市。
10001,北京大学,北京,北京市,公办,本科,1,1,1,北京大学是教育部公布的普通高等学校（本科），位于北京·北京市。
10005,北京工业大学,北京,北京市,公办,本科,0,1,1,北京工业大学是教育部公布的普通高等学校（本科），位于北京·北京市。
13904,北京工业大学耿丹学院,北京,北京市,民办,本科,0,0,0,北京工业大学耿丹学院是教育部公布的普通高等学校（本科），位于北京·北京市。
10011,北京工商大学,北京,北京市,公办,本科,0,0,0,北京工商大学是教育部公布的普通高等学校（本科），位于北京·北京市。
13630,北京工商大学嘉华学院,北京,北京市,民办,本科,0,0,0,北京工商大学嘉华学院是教育部公布的普通高等学校（本科），位于北京·北京市。
10027,北京师范大学,北京,北京市,公办,本科,1,1,1,北京师范大学是教育部公布的普通高等学校（本科），位于北京·北京市。
10016,北京建筑大学,北京,北京市,公办,本科,0,0,0,北京建筑大学是教育部公布的普通高等学校（本科），位于北京·北京市。
10012,北京服装学院,北京,北京市,公办,本科,0,0,0,北京服装学院是教育部公布的普通高等学校（本科），位于北京·北京市。
10022,北京林业大学,北京,北京市,公办,本科,0,1,1,北京林业大学是教育部公布的普通高等学校（本科），位于北京·北京市。
10037,北京物资学院,北京,北京市,公办,本科,0,0,0,北京物资学院是教育部公布的普通高等学校（本科），位于北京·北京市。
10007,北京理工大学,北京,北京市,公办,本科,1,1,1,北京理工大学是教育部公布的普通高等学校（本科），位于北京·北京市。
10018,北京电子科技学院,北京,北京市,公办,本科,0,0,0,北京电子科技学院是教育部公布的普通高等学校（本科），位于北京·北京市。
10050,北京电影学院,北京,北京市,公办,本科,0,0,0,北京电影学院是教育部公布的普通高等学校（本科），位于北京·北京市。
10017,北京石油化工学院,北京,北京市,公办,本科,0,0,0,北京石油化工学院是教育部公布的普通高等学校（本科），位于北京·北京市。
10008,北京科技大学,北京,北京市,公办,本科,0,1,1,北京科技大学是教育部公布的普通高等学校（本科），位于北京·北京市。
10031,北京第二外国语学院,北京,北京市,公办,本科,0,0,0,北京第二外国语学院是教育部公布的普通高等学校（本科），位于北京·北京市。
14201,北京第二外国语学院中瑞酒店管理学院,北京,北京市,民办,本科,0,0,0,北京第二外国语学院中瑞酒店管理学院是教育部公布的普通高等学校（本科），位于北京·北京市。
11417,北京联合大学,北京,北京市,公办,本科,0,0,0,北京联合大学是教育部公布的普通高等学校（本科），位于北京·北京市。
10051,北京舞蹈学院,北京,北京市,公办,本科,0,0,0,北京舞蹈学院是教育部公布的普通高等学校（本科），位于北京·北京市。
10006,北京航空航天大学,北京,北京市,公办,本科,1,1,1,北京航空航天大学是教育部公布的普通高等学校（本科），位于北京·北京市。
14019,北京警察学院,北京,北京市,公办,本科,0,0,0,北京警察学院是教育部公布的普通高等学校（本科），位于北京·北京市。
10032,北京语言大学,北京,北京市,公办,本科,0,0,0,北京语言大学是教育部公布的普通高等学校（本科），位于北京·北京市。
10013,北京邮电大学,北京,北京市,公办,本科,0,1,1,北京邮电大学是教育部公布的普通高等学校（本科），位于北京·北京市。
13901,北京邮电大学世纪学院,北京,北京市,民办,本科,0,0,0,北京邮电大学世纪学院是教育部公布的普通高等学校（本科），位于北京·北京市。
10009,北方工业大学,北京,北京市,公办,本科,0,0,0,北方工业大学是教育部公布的普通高等学校（本科），位于北京·北京市。
10054,华北电力大学,北京,北京市,公办,本科,0,1,1,华北电力大学是教育部公布的普通高等学校（本科），位于北京·北京市。
10042,国际关系学院,北京,北京市,公办,本科,0,0,0,国际关系学院是教育部公布的普通高等学校（本科），位于北京·北京市。
10040,外交学院,北京,北京市,公办,本科,0,0,0,外交学院是教育部公布的普通高等学校（本科），位于北京·北京市。
10036,对外经济贸易大学,北京,北京市,公办,本科,0,1,1,对外经济贸易大学是教育部公布的普通高等学校（本科），位于北京·北京市。
10003,清华大学,北京,北京市,公办,本科,1,1,1,清华大学是教育部公布的普通高等学校（本科），位于北京·北京市。
10029,首都体育学院,北京,北京市,公办,本科,0,0,0,首都体育学院是教育部公布的普通高等学校（本科），位于北京·北京市。
10025,首都医科大学,北京,北京市,公办,本科,0,1,1,首都医科大学是教育部公布的普通高等学校（本科），位于北京·北京市。
10028,首都师范大学,北京,北京市,公办,本科,0,0,0,首都师范大学是教育部公布的普通高等学校（本科），位于北京·北京市。
